ID,Fecha,Provincia,Cantón,Cobertura,Tipo de Protesta,Sub Tipo de Protesta,Actor,Tipo de Actor,Sub Tipo de Actor,Demanda,Tipo de Demanda,Sub Tipo de Demanda,Entidad,Tipo de Entidad,Resolución,Alianza,Clase,Represión,Resumen,Noticias
261,2015-04-24,San José,San José,Nacional,Marcha,NA,Trabajadores y Trabajadoras de la educación afiliados a la APSE,Grupos y/u organizaciones de trabajadores y trabajadoras,Grupos y/u organizaciones de trabajadores y trabajadoras del sector público,Defender las condiciones laborales de las y los trabajadores.,Defensa del trabajo y las condiciones laborales,NA,Administración Solís Rivera,Gobierno en general,No registrado,No registrada o no existencia de alianzas,General,No registrado o no existencia,"Toma lugar la marcha convocada días atrás por la APSE. La misma se desarrolla desde el parque La Merced hasta la Asamblea Legislativa, en el centro de San José. Ana Doris González, presidenta de la APSE, manifiesta que la organización rechaza todos los proyectos de ley que buscan dañar los derechos laborales de la clase trabajadora, por eso están en contra de proyectos tales como el de Empleo Público y el de Impuesto sobre la Renta. Para González, la manifestación es una ""jornada nacional de lucha"" contra las políticas neoliberales. Asimismo, rechaza las ""intimidaciones"" por parte del MEP que días atrás solicitó a los directores de centros educativos y directores regionales levantar listas de participantes en la huelga para proceder con las sanciones. De acuerdo con la líder sindical, las y los trabajadores están protegidos por el derecho de huelga y no se pueden establecer sanciones si la huelga no es declarada como ilegal.","La Nación: MARCHA CONVOCADA POR APSE SALDRÁ DEL PARQUE LA MERCED A LAS 10 A.M. (2015-04-24), La Extra: APSE LE SACA PECHO AL MEP (2015-04-24), La Extra: APSE TOMA LAS CALLES EN SAN JOSÉ (2015-04-24), CR Hoy: PESE A QUE EL MEP ANUNCIÓ SANCIONES A QUIENES ACUDAN A MARCHA, APSE HACE LLAMADO A EJERCER DERECHO DE HUELGA (2015-04-24), CR Hoy: MARCHA DE APSE LLEGA A LA ASAMBLEA LEGISLATIVA (2015-04-24), La Extra: EDUCADORES NO TUVIERON MIEDO (2015-04-25), La Extra: “NO SOMOS MUERTOS DE HAMBRE” (2015-04-25)"
262,2015-04-24,San José,San José,No registrada,Mitin o concentración,NA,Indígenas de Salitre y activistas en defensa de los derechos de los pueblos indígenas,Grupos y/u organizaciones de personas indígenas,NA,Liberar a Sergio Rojas.,Defensa y/o ampliación de derechos,Defensa y/o ampliación de los derechos de las personas indígenas,Poder Judicial,Poder Judicial,No registrado,Participación conjunta,Particular,Presencia policial,"Indígenas del territorio indígena de Salitre se manifiestan en la sede del poder judicial en San José para demandar la liberación del dirigente indígena Sergio Rojas Ortiz, encarcelado desde noviembre de 2014, por  supuesta malversación de fondos. Rojas, quien fungía como presidente de la ADI de Salitre, es uno de los principales líderes en los procesos de recuperación de tierras iniciados por las y los indígenas de Salitre años atrás ante la ocupación ilegal de sus territorios por parte de no-indígenas. La manifestación de este día se desarrolla mientras en los tribunales se realiza la Audiencia de Apelación para modificar las medidas cautelares impuestas sobre Rojas. Luisa Bejarano, dirigenta indígena, declara ""estamos por nuestro compañero Sergio Rojas, que le den la libertad, ya que solo es un luchador por los pueblos indígenas"". Por su parte, José Marino León, indígena de Salitre, manifiesta que el encarcelamiento de Rojas es parte de la estrategia del gobierno para debilitar el proceso de recuperación de tierras.","CR Hoy: GRUPO EXIGE LIBERACION DE INDÍGENA DE SALITRE, DETENIDO DESDE NOVIEMBRE (2015-04-24)"
263,2015-04-05,NA,NA,Nacional,Denuncia ante entidades nacionales y/o entidades internacionales,NA,Unión de Taxistas Costarricenses,Grupos y/u organizaciones de trabajadores y trabajadoras,Grupos y/u organizaciones de trabajadores y trabajadoras del sector privado,Solicitar a la ARESEP que  no se apliquen cambios tarifarios para el servicio de taxi,"Mejora y/o defensa en el acceso, calidad y costo de los servicios públicos","Mejora y/o defensa en el acceso, calidad y costo de los servicios de transporte público",ARESEP,Entidades de regulación,Se recibe la petición,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"La Unión de Taxistas Costarricenses solicita a la ARESEP que en este semestre no se apliquen cambios tarifarios para ese servicio de transporte público. Esta solicitud se da a raíz de que la ARESEP esta tramitando una rebaja de ¢40 para el primer kilómetro y de ¢35 los adicionales, a causa de la reducción en el precio del combustible en el mes de enero. Por su parte, Carolina Mora, vocera de la Aresep, señala que no es viable la demanda de las y los taxistas y explica que “para poder admitir la solicitud de ellos (los taxistas) tendría que cambiarse todo el modelo de ajuste tarifario, el cual establece dos ajustes al año. Simplemente no se podría hacer eso”.

",La Nación: TAXISTAS PIDEN A ARESEP ATRASAR REBAJA EN SERVICIO (2015-04-05)
264,2015-04-25,Puntarenas,Montes de Oro,Local,Bloqueo,NA,Vecinas y Vecinos de Miramar,Grupos de vecinos y vecinas,NA,Solucionar el problema de desabastecimiento de agua.,"Mejora y/o defensa en el acceso, calidad y costo de los servicios públicos","Mejora y/o defensa en el acceso, calidad y costo de los servicios de agua potable",Municipalidad de Montes de Oro,Municipalidad en general,Acuerdo tras negociación,No registrada o no existencia de alianzas,Particular,Presencia policial,"Un grupo de vecinas y vecinos de barro María Penón de Miramar, en el cantón de Montes de Oro, Puntarenas, bloquean el acceso principal a Miramar como medida de presión ante el problema de desabastecimiento de agua que sufren. Dicha problema sufren hace cerca de un mes y, según Álvaro Jiménez, alcalde de Montes de Oro, obedece a la ubicación de este barrio pues se encuentra en la parte alta de Miramar y el abastecimiento de agua funciona con el sistema por gravedad lo cual se dificulta en la época seca. Tras la manifestación se realiza una reunión entre las y los vecinos y el alcalde con la presencia de la parroquia de la comunidad, donde se acuerda que de lunes a sábado se asegurará el suministro de agua de 10 a.m. a 1 p.m. y en las madrugadas, y que camiones cisterna repartirán agua durante el resto del día. Asimismo, el alcalde que explica que están en un proceso de licitación para el desarrolla de las obras que soluciones el problema definitivamente.",CR Hoy: VECINOS DE MIRAMAR BLOQUEARON CALLE POR PROBLEMAS EN EL ABASTECIMIENTO DE AGUA (2015-04-25)
265,2015-04-25,Puntarenas,Montes de Oro,Local,Reunión con autoridades,NA,"Vecinas y Vecinos de Miramar y Álvaro Jiménez, alcalde de Montes de Oro",Grupos de vecinos y vecinas,NA,Solucionar el problema de desabastecimiento de agua.,"Mejora y/o defensa en el acceso, calidad y costo de los servicios públicos","Mejora y/o defensa en el acceso, calidad y costo de los servicios de agua potable",Municipalidad de Montes de Oro,Municipalidad en general,Acuerdo tras negociación,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Un grupo de vecinas y vecinos de barro María Penón de Miramar, en el cantón de Montes de Oro, Puntarenas, bloquean el acceso principal a Miramar como medida de presión ante el problema de desabastecimiento de agua que sufren. Dicho problema lo sufren hace cerca de un mes y, según Álvaro Jiménez, alcalde de Montes de Oro, obedece a la ubicación de este barrio pues se encuentra en la parte alta de Miramar y el abastecimiento de agua funciona con el sistema por gravedad lo cual se dificulta en la época seca. Tras la manifestación se realiza una reunión entre las y los vecinos y el alcalde con la presencia de la parroquia de la comunidad, donde se acuerda que de lunes a sábado se asegurará el suministro de agua de 10 a.m. a 1 p.m. y en las madrugadas, y que camiones cisterna repartirán agua durante el resto del día. Asimismo, el alcalde explica que están en un proceso de licitación para el desarrollo de las obras que solucionen el problema definitivamente.",CR Hoy: VECINOS DE MIRAMAR BLOQUEARON CALLE POR PROBLEMAS EN EL ABASTECIMIENTO DE AGUA (2015-04-25)
266,2015-04-06,San José,San José,Nacional,Declaración pública,Denuncia,ANEP,Grupos y/u organizaciones de trabajadores y trabajadoras,Grupos y/u organizaciones de trabajadores y trabajadoras del sector público,Rechazar la propuesta de aumento tarifario al servicio de autobús,"Mejora y/o defensa en el acceso, calidad y costo de los servicios públicos","Mejora y/o defensa en el acceso, calidad y costo de los servicios de transporte público",ARESEP,Entidades de regulación,No registrado,No registrada o no existencia de alianzas,General,No registrado o no existencia,"La ANEP por medio de una declaración pública se opone a la propuesta de aumento tarifario al servicio de autobús propuesto por la ARESEP. Albino Vargas, secretario general de la ANEP, señala que “de manera contundente, una vez más, debemos expresar nuestra más fuerte crítica a la alianza que, ahora de manera descarada, se da entre la ARESEP y el empresariado autobusero; una alianza de corte corporativo en contra de las miles de personas trabajadoras usuarias obligadas del transporte público modalidad autobús. No podemos de otra forma interpretar la nueva alza tarifaria en los buses que se está anunciando (...) El contubernio entre la Aresep y los empresarios autobuseros, ahora todavía mucho más evidente, empobrece al pueblo trabajador de ingresos salarios medios y bajos, ya de por sí en bastantes aprietos económicos por cuanto seguimos con una política de salarios mínimos en constante deterioro al no incrementarse el poder de compra de los mismos"".",La Extra: ANEP llama a boicotear audiencias de Aresep (2015-04-06)
267,2015-04-26,Puntarenas,Esparza,Local,Marcha,NA,Activistas en defensa de los animales,Grupos y/u organizaciones ambientalistas,NA,Aprobar el proyecto de Ley de Bienestar Animal.,"En favor o en contra de leyes, reglamentos, planes y/o decretos","En favor de leyes, reglamentos, planes y/o decretos",Diputados,Asamblea Legislativa,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Activistas en defensa de los animales marchan en Esparza, Puntarenas, ante el reciente caso de maltrato animal contra una perra de nombre ""Diva"", la cual murió de hambre. El grupo de activistas reclama la aprobación del proyecto de Ley de Bienestar Animal, en el cual se establecen penas de cárcel para las personas que cometan maltrato animal.",CR Hoy: PROTESTA POR MUERTE DE PERRA ‘DIVA’ TOMA LAS PRINCIPALES CALLES DE ESPARZA (2015-04-26)
268,2015-04-06,San José,NA,Nacional,Reunión o Asamblea,NA,ASDEICE,Grupos y/u organizaciones de trabajadores y trabajadoras,Grupos y/u organizaciones de trabajadores y trabajadoras del sector público,Conmemorar la lucha contra el Combo ICE,"En favor o en contra de concesión, apertura y/o privatización","En contra de concesión, apertura y/o privatización",Población en general,Población en general,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"La Asociación Sindical de Empleados y Empleadas Industriales de las Comunicaciones y la Energía (ASDEICE), conmemora el 15 aniversario de la lucha contra el Combo ICE, mediante una actividad pública en las afueras del edificio del ICE en la Sabana, San José. Asimismo, anuncian que estarán realizando actividades conmemorativas durante toda la semana.
",La Extra: CELEBRAN A LO GRANDE ANIVERSARIO DEL COMBO (2015-04-06)
269,2015-04-06,San José,Goicoechea,Local,Declaración pública,Denuncia,Padres y madres de niñas y niños de la Escuela Pilar Jiménez,Grupos de madres y padres,NA,Denunciar la conducta agresiva de una maestra de Religión,Defensa de la educación,"Destitución, sustitución o nombramiento de funcionarios de la educación",MEP,Ministerios,Se recibe la petición,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Padres y madres de niñas y niños de la Escuela Pilar Jiménez, ubicada en Guadalupe, San José, denuncian a Diario Extra la conducta agresiva de parte de una maestra de la materia de Religión, quién grita y atemoriza a las y los niños que no reciben su clase. Una niña del grupo, cuya identidad es protegida, señala que la educadora se dirige a las y los niños gritando y que en una ocasión le jaló el cabello a una alumna. Esto ha provocado que las y los estudiantes no quieran ir a la escuela ni recibir clases con la maestra. Marvin Salazar, asesor de Religión del Ministerio de Educación Pública (MEP), indica que desde este departamento buscan que la materia se vuelva ecuménica.

",La Extra: Profe de religión atemoriza niños (2015-04-06)
270,2015-04-06,NA,NA,Nacional,Declaración pública,Denuncia,UNATEPROT,Grupos y/u organizaciones de trabajadores y trabajadoras,Grupos y/u organizaciones de trabajadores y trabajadoras del sector público,Conseguir nuevas botas para las y los oficiales de tránsito,Defensa del trabajo y las condiciones laborales,Mejora y/o mantenimiento de las condiciones laborales,MOPT,Ministerios,Se recibe la petición,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"La Unión Nacional de Técnicos Profesionales en Tránsito (UNATEPROT) denuncia que las y los oficiales de tránsito laboraban con botas en muy mal estado, lo cual atenta contra la seguirdad laboral de las y los oficiales debido al inicio de la época lluviosa. Homer Alfaro, secretario general de UNATEPROT, señala que “hay un serio problema, ya los zapatos tienen hasta dos años de andar en carretera, otro problema muy serio es que a las mujeres no se les ha entregado calzado para ellas, no existe calzado femenino. Estamos muy preocupados porque ya viene otra vez el periodo de lluvias, haciendo un sondeo a nivel nacional nos hemos dado cuenta que el problema está exactamente igual como a principios de año (...) las gestiones han sido demasiado lentas y esperamos que con sacar las cosas a la luz pública, se vea lo difícil que es una simple compra de unos zapatos para 800 personas, que se hace tan tedioso ”. Por su parte, Ricardo Chavarría, jefe administrativo de la Policía de Tránsito, asegura que “hay 420 pares de botas como parte del stock de bodega, adicionalmente se está promoviendo una licitación para la compra de 925 botas, estas otras son diferentes a las que se han comprado normalmente"".
","CR Hoy: OFICIALES DE TRÁNSITO PREOCUPADO POR MAL ESTADO DE BOTAS, TEMEN A ÉPOCA LLUVIOSA (2015-04-06)"
271,2015-04-08,Puntarenas,Buenos Aires,Local,Declaración pública,Denuncia,"Padres y madres de niñas y niños de la  Escuela San Martín de Buenos Aires, Puntarenas",Grupos de madres y padres,NA,Denunciar la conducta agresiva de la directora,Defensa de la educación,"Destitución, sustitución o nombramiento de funcionarios de la educación",MEP,Ministerios,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Padres y madres de niñas y niños de la Escuela San Martín de Buenos Aires, Puntarenas, denuncian a Diario Extra que tienen un conflicto de años con la directora de ese centro educativo por agresiones físicas y psicológicas hacia los estudiantes, sin que esto haya sido resuelto debido a que la directora, de apellido Granados, es esposa del director regional del MEP de Grande de Térraba, división a la que pertenece esa escuela.

",La Extra: Denuncian directora pero MEP no atiende caso (2015-04-08)
272,2015-04-27,San José,San José,Local,Bloqueo,NA,Vecinas y Vecinos de San Sebastián,Grupos de vecinos y vecinas,NA,Solucionar los problemas de salud pública como las aguas negras.,"Mejora y/o defensa en el acceso, calidad y costo de la infraestructura pública",NA,"AyA, MSJ y MINSA",Instituciones descentralizadas y/o autónomas,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"En horas de la mañana, vecinas y vecinos de Cañada Sur cortan el paso entre San Sebastián y Sagrada Familia como medida de protesta ante los problemas con las aguas negras de la comunidad. Este grupo teme que dichos problemas ocasionen afectaciones en la salud. Según denuncian, las aguas negras se filtran hasta los patios de las casas, exponiendo la salud de sus habitantes. Durante la manifestación muestran los documentos de denuncia presentados ante el AyA, la MSJ y el MINSA.","La Nación: VECINOS DE SAN SEBASTIÁN Y PAVAS SE MANIFESTARON POR PROBLEMAS DE SEGURIDAD Y SALUD PÚBLICA (2015-04-27), La Extra: VECINOS CHIVAS POR AGUAS NEGRAS Y PECARISTAS (2015-04-28)"
273,2015-04-27,San José,San José,Local,Bloqueo,NA,Vecinas y Vecinos de Pavas,Grupos de vecinos y vecinas,NA,Contra el traslado de habitantes de Triángulo de la Solidaridad.,Fiscalización de la función pública y rendición de cuentas,NA,MIVAH,Ministerios,No registrado,No registrada o no existencia de alianzas,Particular,Presencia policial,"Este mismo día, un grupo de vecinas y vecinos de Pavas se manifiesta en las cercanías del aeropuerto Tobías Bolaños, ubicado en ese distrito. El grupo se ha manifestado en contra de un posible traslado de habitantes de la comunidad urbano-marginada ""Triángulo de la Solidaridad"" a Pavas. El día anterior, se habría generado el malestar de las y los vecinos debido a la presencia de un grupo de personas que supuestamente representan a las 191 familias del Triángulo de la Solidaridad, quienes visitaban los terrenos donde se trasladaría a las familias. Lo anterior ocasionó el bloqueo de vías durante este día.","La Nación: VECINOS DE SAN SEBASTIÁN Y PAVAS SE MANIFESTARON POR PROBLEMAS DE SEGURIDAD Y SALUD PÚBLICA (2015-04-27), CR Hoy: CONDUCTOR QUE SE OPONÍA A BLOQUEO EN PAVAS FUE ATACADO POR SUS PROPIOS VECINOS (2015-04-27), La Extra: VECINOS CHIVAS POR AGUAS NEGRAS Y PRECARISTAS (2015-04-28)"
274,2015-04-27,San José,San José,No registrada,Declaración pública,Denuncia,Patria Justa,Grupos y/u organizaciones de trabajadores y trabajadoras,NA,Aprobar proyecto de ley para trasladar elección de directorio legislativo y mensaje presidencial antes del 1 de mayo.,"En favor o en contra de leyes, reglamentos, planes y/o decretos","En favor de leyes, reglamentos, planes y/o decretos",Asamblea Legislativa de la Administración Solís Rivera,Asamblea Legislativa,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Este día, las organizaciones integrantes de la coalición sindical Patria Justa anuncian que han presentado un proyecto de ley para que se trasladen la elección de directorio legislativo y el mensaje presidencial para una fecha distinta que el 1 de mayo. De acuerdo con las organizaciones, el proyecto busca ""devolverle"" el 1 de mayo a la clase trabajadora. Durante la conferencia de prensa, también se informan detalles sobre la marcha del Día de las y los Trabajadores.","CR Hoy: PROYECTO DE LEY DE LOS SINDICATOS QUIERE QUE LOS TRABAJADORES CELEBREN EN EXCLUSIVA EL 1° DE MAYO, LIBRE DE LA POLITIQUERÍA (2015-04-27)"
275,2015-04-28,San José,San José,No registrada,Reunión con autoridades,NA,Trabajadores y Trabajadoras de la empresa Gas Z y autoridades del MINAE,Grupos y/u organizaciones de trabajadores y trabajadoras,Grupos y/u organizaciones de trabajadores y trabajadoras del sector privado,Solucionar situación laboral incierta.,Defensa del trabajo y las condiciones laborales,NA,MINAE,Ministerios,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Mientras sus representantes mantienen una reunión en la sede del MINAE, trabajadores y trabajadoras de la empresa Gas Z protestan en las afueras. Se trata de un grupo que reclama que se aclare su situación laboral calificada como ""incierta"" luego de que la empresa enviara a 600 de ellos a sus casas sin menores detalles sobre su situación.",La Extra: TRABAJADORES DE GAS Z SE MANIFIESTAN FRENTE AL MINAE (2015-04-28)
276,2015-04-28,San José,San José,No registrada,Mitin o concentración,NA,Trabajadores y Trabajadoras de la empresa Gas Z,Grupos y/u organizaciones de trabajadores y trabajadoras,Grupos y/u organizaciones de trabajadores y trabajadoras del sector privado,Solucionar situación laboral incierta.,Defensa del trabajo y las condiciones laborales,NA,MINAE,Ministerios,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Mientras sus representantes mantienen una reunión en la sede del MINAE, trabajadores y trabajadoras de la empresa Gas Z protestan en las afueras. Se trata de un grupo que reclama que se aclare su situación laboral calificada como ""incierta"" luego de que la empresa enviara a 600 de ellos a sus casas sin menores detalles sobre su situación.",La Extra: TRABAJADORES DE GAS Z SE MANIFIESTAN FRENTE AL MINAE (2015-04-28)
277,2015-04-28,Puntarenas,Esparza,Local,Bloqueo,NA,Estudiantes del Colegio Técnico Profesional de Esparza,Grupos y/u organizaciones de estudiantes,Grupos y/u organizaciones de estudiantes de educación secundaria,Solucionar faltante de aulas.,Defensa de la educación,Mejora y/o construcción de infraestructura educativa,MEP,Ministerios,No registrado,No registrada o no existencia de alianzas,Particular,Presencia policial,"Desde horas de la mañana, estudiantes del Colegio Técnico Profesional de Esparza cierran el acceso a la institución y bloquean la calle que conecta ese cantón con San Mateo. Este grupo reclama una solución para  el faltante de aulas que los obliga a recibir lecciones en instalaciones que no reúnen las condiciones necesarias. Denuncian que el MEP se ha comprometido con la construcción de las aulas, no obstante, hasta el momento esto no se ha dado.",CR Hoy: ESTUDIANTES PROTESTAN POR LA FALTA DE AULAS EN COLEGIO TÉCNICO DE ESPARZA (2015-04-28)
278,2015-04-28,Puntarenas,Esparza,Local,Bloqueo,NA,Estudiantes del Colegio Técnico Profesional de Esparza,Grupos y/u organizaciones de estudiantes,Grupos y/u organizaciones de estudiantes de educación secundaria,Solucionar faltante de aulas.,Defensa de la educación,Mejora y/o construcción de infraestructura educativa,MEP,Ministerios,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Desde horas de la mañana, estudiantes del Colegio Técnico Profesional de Esparza cierran el acceso a la institución y bloquean la calle que conecta ese cantón con San Mateo. Este grupo reclama una solución para  el faltante de aulas que los obliga a recibir lecciones en instalaciones que no reúnen las condiciones necesarias. Denuncian que el MEP se ha comprometido con la construcción de las aulas, no obstante, hasta el momento esto no se ha dado.",CR Hoy: ESTUDIANTES PROTESTAN POR LA FALTA DE AULAS EN COLEGIO TÉCNICO DE ESPARZA (2015-04-28)
279,2015-04-28,Heredia,Heredia,No registrada,Mitin o concentración,NA,Trabajadores y Trabajadoras de MAVACON,Grupos y/u organizaciones de trabajadores y trabajadoras,Grupos y/u organizaciones de trabajadores y trabajadoras del sector privado,"Solucionar situación laboral incierta, cancelar salarios adeudados.",Defensa del trabajo y las condiciones laborales,NA,ESPH Y MAVACON,Empresas privadas,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Un grupo de trabajadores y trabajadoras que laboraban en la construcción de dos edificios para la ESPH se manifiestan frente a las instalaciones de esa empresa en el centro de Heredia. La construcción de los edificios estaba a cargo de la empresa MAVACON S.A. contratada por ESPH para levantar los inmuebles, no obstante, hace unos 30 días se canceló el contrato quedando pendiente el término de la segunda edificación. Ante esta situación, las y los trabajadores quedaron en una situación ""incierta"" y denuncian que se les deben varios meses de salario. Ante esta situación, la ESPH argumenta que la relación laboral de las y los trabajadores es con MAVACON S.A., no con ellos.",La Extra: TRABAJADORES SIN RESPUESTA RECLAMAN PRESTACIONES (2015-04-29)
280,2015-04-30,NA,NA,No registrada,Campañas informativas,NA,Activistas en defensa de los animales,Grupos y/u organizaciones ambientalistas,NA,Aprobar el proyecto de Ley de Bienestar Animal.,"En favor o en contra de leyes, reglamentos, planes y/o decretos","En favor de leyes, reglamentos, planes y/o decretos",Administración Solís Rivera,Gobierno en general,No registrado,Participación conjunta,Particular,No registrado o no existencia,"Mediante el sitio change.org y con la iniciativa de la activista Mildred Campos se inicia una campaña de recolección de firmas con el fin de presionar por la aprobación del proyecto de Ley de Bienestar Animal. Durante los últimos años, ha incrementado el número de denuncias por maltrato animal y de la misma manera la cantidad de manifestaciones que demandan castigo para quienes lo cometen.",CR Hoy: RECOGEN FIRMAS PARA EXIGIR APROBACIÓN DE LEY DE BIENESTAR ANIMAL (2015-04-30)
281,2015-04-30,San José,San José,Local,Bloqueo,NA,Vecinas y Vecinos de San Sebastián,Grupos de vecinos y vecinas,NA,Solucionar los problemas de salud pública como las aguas negras.,"Mejora y/o defensa en el acceso, calidad y costo de la infraestructura pública",NA,AyA y MSJ,Instituciones descentralizadas y/o autónomas,No registrado,No registrada o no existencia de alianzas,Particular,Presencia policial,"Nuevamente, vecinas y vecinos de San Sebastián bloquean la calle entre este distrito y Sagrada Familia como medida de protesta ante el problema de aguas negras que sufren en sus comunidades.",CR Hoy: VECINOS DE SAN SEBASTIAN REALIZAN PROTESTA Y CIERRAN EL PASO A VEHICULOS (2015-04-30)
282,2015-04-08,Heredia,Santa Bárbara,Local,Paro,NA,Trabajadores y trabajadoras de la Municipalidad de Santa Bárbara,Grupos y/u organizaciones de trabajadores y trabajadoras,Grupos y/u organizaciones de trabajadores y trabajadoras del sector público,Rechazar la aprobación de un reglamente interno,Fiscalización de la función pública y rendición de cuentas,Lucha contra la corrupción,Municipalidad de Santa Bárbara de Heredia,Municipalidad en general,No registrado,Participación conjunta,Particular,No registrado o no existencia,"Trabajadores y trabajadoras de la Municipalidad de Santa Bárbara de Heredia, agremiados en la seccional de la ANEP, se declaran en huelga ante la aprobación de un reglamente interno, sin el visto bueno del Concejo Municipal y sin conocimiento de las y los empleados. Deiby Porras,agremiado a la ANEP señala que “desde la vicealcaldía se realizó un reglamento autónomo sin la aprobación del Concejo Municipal que afecta directamente a los trabajadores (...) se redactó este reglamento de organización y servicios, así como de estrategia de reorganización de gestión municipal"".


","CR Hoy: ACUERDO PONE FIN A PARO DE TRABAJADORES DE  LA MUNICIPALIDAD  DESANTA BÁRBARA (2015-04-08), CR Hoy: TRABAJADORES DE LA MUNICIPALIDAD DE SANTA BÁRBARA AMANECERÁN EN PARO ESTE MIÉRCOLES (2015-04-08)"
283,2015-04-09,Limón,Siquirres,Local,Bloqueo,NA,Vagoneteros,Grupos y/u organizaciones empresariales,Grupos y/u organizaciones empresariales del sector servicios,Exigir mejores condiciones de contrato a la empresa APM Terminals,Defensa del trabajo y las condiciones laborales,NA,APM Terminal,Empresas privadas,No registrado,No registrada o no existencia de alianzas,Particular,Presencia policial,"Empresarios dueños de vagonetas de Siquirres de Limón, protestan con 40 vagonetas sobre la ruta 32 para exigir mejores condiciones de contrato a la empresa APM Terminals la cual construye la nueva terminal en Moín. José Coto uno de los manifestantes señala que APM Terminals contrató a la empresa MECO y ha dejado por fuera a los dueños de vagonetas de Limón, pagandoles montos mínimos que no van con lo requerido. Jorge Moya uno de los dueños de vagonetas acota que ""el gobierno está de acuerdo con nosotros, pero la empresa contratista nos está atropellando a los limonenses (...) nos dijeron que sí y luego consiguieron otras personas que no eran de la zona, a los vagoneteros no nos dieron pelota, solo a empresarios grandes"".","La Nación: VAGONETEROS REALIZAN TORTUGUISMO EN RUTA 32 (2015-04-09), CR Hoy: MANIFESTANTES REALIZAN TORTUGUISMO ENTRE SIQUIRRES Y LIMÓN EN RUTA 32 (2015-04-09)"
284,2015-04-08,NA,NA,Nacional,Declaración pública,Denuncia,UNDECA,Grupos y/u organizaciones de trabajadores y trabajadoras,Grupos y/u organizaciones de trabajadores y trabajadoras del sector público,Exigir que se aplique el pago en retroactivo del ajuste salarial del primer semestre de este año,Defensa del trabajo y las condiciones laborales,Pago de salarios,CCSS,Instituciones descentralizadas y/o autónomas,Acuerdo de negociar,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"La UNDECA exige a las autoridades de la CCSS que aplique el pago en retroactivo del ajuste salarial del primer semestre de este año, aprobado hace varias semanas por la Junta Directiva, el cual aplica a partir del pasado 1º de enero. UNDECA manifiesta que “ha estado insistiendo, desde hace dos meses, para que ese ajuste se aplique de inmediato. La junta directiva de la Caja lo ha definido hace varios días, sin embargo, la Gerencia Financiera no ha girado la autorización respectiva por lo que la molestia de trabajadores y trabajadoras ha ido en aumento”. Gustavo Picado, gerente financiero de la CCSS señala que el tema del pago del ajuste salarial será conocido este jueves por la junta directiva institucional.
",La Nación: Undeca exige aplicación “inmediata” de ajuste salarial (2015-04-08)
285,2015-04-08,NA,NA,Nacional,Declaración pública,Amenaza,ANEP,Grupos y/u organizaciones de trabajadores y trabajadoras,Grupos y/u organizaciones de trabajadores y trabajadoras del sector público,Aprobar una partida de ¢2.200 millones en el presupuesto extraordinario del Ministerio de Justicia y Paz,"En favor o en contra de leyes, reglamentos, planes y/o decretos","En favor de leyes, reglamentos, planes y/o decretos",Asamblea Legislativa de la Administración Solís Rivera,Asamblea Legislativa,No registrado,No registrada o no existencia de alianzas,NA,No registrado o no existencia,"La ANEP solicita a la Asamblea Legislativa que se apruebe una partida de ¢2.200 millones en el presupuesto extraordinario del Ministerio de Justicia y Paz, para saldar la deuda por disponibilidad a las y los policías penitenciarios. Asimismo, amenaza con salir a la calles y cerrar la ruta 27 en próximo días si las y los diputados no resuelven este tema. Por su parte, la ministra de Justicia, Cristina Ramírez, señala la necesidad de contar con el apoyo de las y los legisladores.",CR Hoy: SINDICATO INSISTIRÁ EN APROBAR PRESUPUESTO PARA SALDAR DEUDA A POLICÍA PENITENCIARIA (2015-04-08)
