ID,Fecha,Provincia,Cantón,Cobertura,Tipo de Protesta,Sub Tipo de Protesta,Actor,Tipo de Actor,Sub Tipo de Actor,Demanda,Tipo de Demanda,Sub Tipo de Demanda,Entidad,Tipo de Entidad,Resolución,Alianza,Clase,Represión,Resumen,Noticias
1003,2016-04-21,Alajuela,San Carlos,Local,Bloqueo,NA,Padres y Madres de Familia de la escuela de San Pablo,Grupos de madres y padres,NA,Destituir a docente.,Defensa de la educación,"Destitución, sustitución o nombramiento de funcionarios de la educación",MEP,Ministerios,No registrado,No registrada o no existencia de alianzas,Particular,Presencia policial,"Un grupo de madres y padres de estudiantes de tercer grado de la escuela de San Pablo de Ciudad Quesada, en San Carlos, bloquea el acceso a ese centro de educación. El grupo demanda la destitución de una docente por supuestos malos tratos hacia las y los niños, y el regreso de la docente anterior. Durante toda la semana, según informa la fuente consultada, el grupo de padres y madres no ha enviado a sus hijas e hijos a recibir lecciones. En horas de la tarde, según informa Diario Extra, el MEP toma la decisión de separar temporalmente a la docente mientras se investigan las denuncias.","La Extra: PADRES CIERRAN ESCUELA POR MALTRATO DE MAESTRA (2016-04-22), La Extra: PADRES CIERRAN ESCUELA EN CIUDAD QUESADA (2016-04-21)"
1004,2016-04-21,San José,San José,Nacional,Denuncia ante entidades nacionales y/o entidades internacionales,NA,Seccional ANEP-Fuerza Pública,Grupos y/u organizaciones de trabajadores y trabajadoras,Grupos y/u organizaciones de trabajadores y trabajadoras del sector público,Investigar amenazas contra la Fuerza Pública.,Otros,NA,OIJ,Poder Judicial,No registrado,No registrada o no existencia de alianzas,NA,No registrado o no existencia,"En horas de la mañana, Minor Anchía, en representación de la seccional de la ANEP en la Fuerza Pública, presenta una denuncia ante el OIJ para que se investiguen las amenazas contra la policía publicadas en el perfil de Facebook del Frente de Resistencia Animal y de la Tierra. Tras los disturbios acontecidos en la reciente protesta por la aprobación del proyecto de Ley de Bienestar Animal, donde resultaron detenidos varios manifestantes tras quemar un monigote con la cara de diputados, en la página del Frente se publicaron varios mensajes denunciando la represión contra la manifestación con frases tales como ""¡el único policía bueno, es el policía muerto!"", ocasionando la reacción de medios de comunicación y de otros sectores políticos. En la denuncia de la seccional de la ANEP, se califican dichos mensajes como ""subversivos"" y se acusa a un asesor de la diputada Ligia Fallas de estar detrás de las publicaciones. La acusación es desmentida por la misma diputada. Por su parte, un comunicado del Frente señala que no participaron en la citada protesta y que sus denuncias contra la policía se sustentan en su carácter represivo.",CR Hoy: PIDEN INVESTIGAR AMENAZAS HACIA POLICÍAS EN FACEBOOK (2016-04-21)
1005,2016-04-01,Alajuela,NA,Regional,Reunión con autoridades,NA,Docentes de la Zona Norte,Grupos y/u organizaciones de trabajadores y trabajadoras,Grupos y/u organizaciones de trabajadores y trabajadoras del sector público,"Rechazar directriz que impide a las y los docentes dividir sus horarios en distintos centros educativos, y contar con más lecciones asignadas",Defensa del trabajo y las condiciones laborales,Mejora y/o mantenimiento de las condiciones laborales,MEP,Ministerios,Se recibe la petición,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Un grupo de docentes de la Zona Norte se movilizan hacia una reunión a las oficinas centrales del MEP, para expresar su rechazo a la directriz DM-0003-01-2016, la cual propone un cambio en los horarios de las lecciones de materias especiales, entre estas Inglés, Música, Religión, etc. Las y los educadores denuncian que esta directriz les impide dividir sus horarios en distintos centros educativos y contar con más lecciones asignadas. Por su parte, Orlando de la O, director de Gestión y Desarrollo Regional del MEP, explica que tras la reunión se llega al acuerdo de realizar una visita a la zona para determinar cómo se esta aplicando esta directriz.
","CR Hoy: MEP ANALIZARÁ DIRECTRIZ QUE CAMBIÓ HORARIOS EN ZONA NORTE (2016-04-02), CR Hoy: EDUCADORES DE ZONA NORTE MOLESTOS POR DIRECTRIZ DEL MEP (2016-04-01)"
1006,2016-04-01,San José,Montes de Oca,Regional,Reunión o Asamblea,NA,Organizaciones magisteriales,Grupos y/u organizaciones de trabajadores y trabajadoras,Grupos y/u organizaciones de trabajadores y trabajadoras del sector público,Defensa de convención colectiva,Defensa del trabajo y las condiciones laborales,Defensa de las convenciones colectivas,MEP y Otto Guevara,Ministerios,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Organizaciones magisteriales se reúnen y firman un acuerdo para defender la Convención Colectiva entre el MEP, el SEC y el SITRACOME, frente a la acción de inconstitucionalidad presentada por Otto Guevara, diputado del ML, en contra de esta convención. Asimismo, las organizaciones acuerdan la incorporación de APSE y ANDE en la misma, acordando que ambas organizaciones serán titulares en las negociaciones. 

",CR Hoy: CREAN BLOQUE SINDICAL PARA ACUERPAR CONVENCIÓN COLECTIVA DEL MEP (2016-04-01)
1007,2016-04-02,San José,San José,Local,Bloqueo,NA,Vecinas y Vecinos de Hatillo,Grupos de vecinos y vecinas,NA,Solucionar el problema de desabastecimiento de agua.,"Mejora y/o defensa en el acceso, calidad y costo de los servicios públicos","Mejora y/o defensa en el acceso, calidad y costo de los servicios de agua potable",AyA,Instituciones descentralizadas y/o autónomas,No acuerdo tras negociación,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Vecinas y vecinos de Hatillo se reúnen con representantes del AyA en el Liceo Edgar Cervantes con el fin de lograr un acuerdo para disminuir la afectación del desabastecimiento de agua en la zona. Rolando Rojas, director de producción y distribución del AyA, indica que van “a intentar desviar el caudal del sector de San Antonio de Belén para poder bajar los lapsos en que hay desabastecimiento en Hatillo”. Frente a la propuesta de Rojas, Diario Extra reporta que las y los vecinos se molestan e increpan directamente al representante del AyA. Asimismo, exigen la presencia de Yamileth Astorga, presidenta ejecutiva del AyA. 


","La Extra: HATILLENSES DESESPERADOS ANTE FALTA DE AGUA (2016-04-01), La Extra: ¡QUITEN AGUA EN CASA PRESIDENCIAL! (2016-04-02)"
1008,2016-04-22,NA,NA,No registrada,Denuncia ante entidades nacionales y/o entidades internacionales,NA,Estudiantes de Educación Abierta,Grupos y/u organizaciones de estudiantes,Grupos y/u organizaciones de estudiantes de educación secundaria,Investigar irregularidades en los exámenes.,Defensa de la educación,Solicitud de cambios en el sistema de calificación y evaluación,MEP y DH,Ministerios,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Un grupo de estudiantes del programa de educación abierta denuncia ante la DH, una serie de irregularidades en la formulación de los exámenes del programa. Entre otras cosas, indican que se hicieron cambios en los temas de las pruebas y poco tiempo para estudiar las modificaciones. Uno de los denunciantes se encargó de recolectar cerca de 2 mil firmas para acompañar la denuncia.",La Extra: DENUNCIAN ANOMALÍAS EN PRUEBA DE MATEMÁTICAS (2016-04-22)
1009,2016-04-22,NA,NA,No registrada,Declaración pública,Convocatoria,BUSSCO,Grupos y/u organizaciones de trabajadores y trabajadoras,Grupos y/u organizaciones de trabajadores y trabajadoras del sector público,Defender el empleo público y los derechos laborales.,Defensa del trabajo y las condiciones laborales,Mejora y/o mantenimiento de las condiciones laborales,Administración Solís Rivera,Gobierno en general,No registrado,Participación conjunta,General,No registrado o no existencia,"Mediante una conferencia de prensa, integrantes de la coalición sindical BUSSCO ratifican el llamado a huelga para los días 26 y 27 de este mes. La manifestación incluye la convocatoria a marchar el martes 26 en horas de la mañana en San José. El fin de la protesta es defender el empleo público y los derechos laborales de las y los trabajadores, particularmente en el sector público.",La Extra: ORGANIZACIONES SINDICALES ANUNCIAN MOVIMIENTO DE TRABAJADORES DE TODO EL PAÍS (2016-04-22)
1010,2016-04-22,San José,San José,Regional,Bloqueo,NA,Trabajadores y Trabajadoras y estudiantes del INA,Grupos y/u organizaciones de trabajadores y trabajadoras,Grupos y/u organizaciones de trabajadores y trabajadoras del sector público,Retirar el proyecto de Ley 19.800 de creación de la FOMPRODUCE.,"En favor o en contra de leyes, reglamentos, planes y/o decretos","En contra de leyes, reglamentos, planes y/o decretos",Administración Solís Rivera,Gobierno en general,No registrado,Participación conjunta,Particular,Presencia policial,"Un grupo de trabajadoras, trabajadores y estudiantes del INA protesta con un bloqueo parcial sobre la carretera General Cañas, contra el proyecto de ley 19.800 de creación de la FOMPRODUCE, mediante el cual se restaría un 15% de presupuesto a la institución. Ricardo Jara, secretario general del SITRAINA, denuncia que el FOMPRODUCE constituye una agencia privada que operaría con fondos públicos y la transferencia de presupuesto del INA obligaría a la institución a recortar programas.","La Extra: EN INA PROTESTAN CONTRA PROYECTO DE GOBIERNO (2016-04-23), CR Hoy: PROTESTAN CONTRA PLAN DE GOBIERNO QUE BUSCA DEBILITAR AL INA (2016-04-22)"
1011,2016-04-23,NA,NA,Nacional,Ciber-acciones o acciones colectivas en Internet,NA,SIPROCIMECA,Grupos y/u organizaciones de trabajadores y trabajadoras,Grupos y/u organizaciones de trabajadores y trabajadoras del sector público,Defender el empleo público y los derechos laborales.,Defensa del trabajo y las condiciones laborales,Mejora y/o mantenimiento de las condiciones laborales,Administración Solís Rivera,Gobierno en general,No registrado,No registrada o no existencia de alianzas,General,No registrado o no existencia,"Un video circulado por medio de Facebook y WhatsApp, forma parte de la estrategia de convocatoria del SIPROCIMECA a la huelga de los días 26 y 27. En el audiovisual se insta a las y los trabajadores del sector salud a participar en la protesta y se sostiene que es ""mejor perder dos días de salario que todo lo ganado en 30 años"".","CR Hoy: SINDICATO PUBLICA VIDEO POLÉMICO PARA CONVOCAR A HUELGA (2016-04-23), La Nación: SINDICATO INSTA A TRABAJADORES A 'PERDER DOS DÍAS DE SALARIO' PARA UNIRSE A HUELGA (2016-04-23)"
1012,2016-04-25,San José,Goicoechea,No registrada,Mitin o concentración,NA,Trabajadores y Trabajadoras de la Policía Penitenciaria afiliados a la UNT,Grupos y/u organizaciones de trabajadores y trabajadoras,Grupos y/u organizaciones de trabajadores y trabajadoras del sector público,Mejorar condiciones laborales.,Defensa del trabajo y las condiciones laborales,Mejora y/o mantenimiento de las condiciones laborales,MTSS,Ministerios,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Con una concentración en la sede del MTSS en San José, un grupo de oficiales de la Policía Penitenciaria, organizados en la UNT, demanda mejores condiciones laborales. Entre los reclamos se encuentra la falta de personal y los problemas para programar las vacaciones de las y los oficiales. Según informes de prensa, el grupo es atendido por Carlos Alvarado, ministro de Trabajo y Seguridad Social. En otra información, se cita un compromiso por parte de Harold Villegas, viceministro de Trabajo y Seguridad Social, y Marco Feoli, viceministro de Justicia, para solucionar la situación.","La Extra: MINISTRA CHINEA A REOS Y SE OLVIDA DE POLICÍAS (2016-04-26), La Extra: 400 POLICÍAS PENITENCIARIOS EXIGEN MEJORAS (2016-04-25), CR Hoy: POLICÍAS PENITENCIARIOS RECLAMARON MEJORES SALARIOS (2016-04-25)"
1013,2016-04-25,Guanacaste,Bagaces,Regional,Paro,NA,Trabajadores y Trabajadoras de la seccional ANEP-Municipalidad de Bagaces,Grupos y/u organizaciones de trabajadores y trabajadoras,Grupos y/u organizaciones de trabajadores y trabajadoras del sector público,Mejorar condiciones laborales.,Defensa del trabajo y las condiciones laborales,Mejora y/o mantenimiento de las condiciones laborales,Municipalidad de Bagaces y MTSS,Municipalidad en general,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Desde las 5.30 de la mañana, trabajadoras y trabajadores de la Municipalidad de Bagaces, afiliados a la secional de la ANEP, declara un paro de labores para que se mejoren sus condiciones laborales. Entre otros temas, el grupo reclama el pago del salario escolar y el aumento del percentil, según se negoció anteriormente con la municipalidad. Sostienen que la protesta continuará hasta que se presenten funcionarios del MTSS. En horas de la tarde, inician las negociaciones con la municipal, no obstante no se logra un acuerdo en relación con el salario escolar. Ante esto, las y los trabajadores deciden continuar el paro el día siguiente.","La Extra: EMPLEADOS MUNICIPALES EXIGEN MEJORES CONDICIONES (2016-04-26), CR Hoy: EMPLEADOS DE LA MUNICIPALIDAD DE BAGACES EN PARO (2016-04-25)"
1014,2016-04-25,San José,San José,No registrada,Denuncia ante entidades nacionales y/o entidades internacionales,NA,Trabajadores de Lared Limitada,Grupos y/u organizaciones de trabajadores y trabajadoras,Grupos y/u organizaciones de trabajadores y trabajadoras del sector privado,Respetar derechos laborales.,Defensa del trabajo y las condiciones laborales,Pago de prestaciones,Lared Limitada,Empresas privadas,No diálogo,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Con una denuncia en los Tribunales de Justicia de San José, un grupo de cinco ex choferes de la empresa autobusera Lared Limitada, prestadora del servicio en las rutas de Desamparados y Aserrí, demandan respeto a sus derechos laborales. Según el abogado demandante, la empresa primero sometió a los trabajadores a situaciones de acoso laboral con el fin de hacerlos renunciar. Sumado a esto, en algunos de los casos no se cancelaron las prestaciones de Ley y en uno de ellos la empresa no había cumplido con su aseguramiento en la CCSS. Por su parte, el abogado de la empresa rechaza las denuncias y sostiene que el problema reside en la negativa de los trabajadores a atender los llamados de atención cuando han incurrido en una falta.",La Extra: DEMANDAN AUTOBUSERA POR ¢98 MILLONES (2016-04-25)
1015,2016-04-25,Heredia,Santo Domingo,Regional,Mitin o concentración,NA,Vecinas y Vecinos de Barrio Socorro,Grupos de vecinos y vecinas,NA,Detener la entrega de permisos irregulares para la construcción de proyectos de vivienda.,Fiscalización de la función pública y rendición de cuentas,Lucha contra la corrupción,Municipalidad de Santo Domingo,Municipalidad en general,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Un grupo de vecinas y vecinos de Barrio Socorro, en San Miguel, protesta frente a la Municipalidad de Santo Domingo de Heredia como medida de presión contra le entrega de permisos para la construcción de proyectos de vivienda en la zona. Según denuncian, recientemente la municipalidad entregó dos permisos y está cerca de girar otros tres para desarrollos habitacionales en una zona donde existe una gran cantidad de mantos acuíferos. Agregan que un decreto ejecutivo calificó la zona de protección especial debido a la presencia de estas zonas de recarga de agua y, sin embargo, el municipio está permitiendo la construcción de viviendas y otros proyectos como una planta asfáltica.","CR Hoy: PROYECTOS URBANÍSTICOS ENFRENTAN A VECINOS CON ALCALDÍA (2016-04-28), La Nación: VECINOS DE SANTO DOMINGO DE HEREDIA SE OPONEN A CONSTRUCCIONES (2016-04-28), La Extra: DENUNCIAN PERMISOS IRREGULARES (2016-04-26)"
1016,2016-04-25,Guanacaste,Bagaces,Regional,Reunión con autoridades,NA,Trabajadores y Trabajadoras de la seccional ANEP-Municipalidad de Bagaces y autoridades municipales,Grupos y/u organizaciones de trabajadores y trabajadoras,Grupos y/u organizaciones de trabajadores y trabajadoras del sector público,Mejorar condiciones laborales.,Defensa del trabajo y las condiciones laborales,Mejora y/o mantenimiento de las condiciones laborales,Municipalidad de Bagaces y MTSS,Municipalidad en general,No acuerdo tras negociación,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Desde las 5.30 de la mañana, trabajadoras y trabajadores de la Municipalidad de Bagaces, afiliados a la secional de la ANEP, declara un paro de labores para que se mejoren sus condiciones laborales. Entre otros temas, el grupo reclama el pago del salario escolar y el aumento del percentil, según se negoció anteriormente con la municipalidad. Sostienen que la protesta continuará hasta que se presenten funcionarios del MTSS. En horas de la tarde, inician las negociaciones con la municipal, no obstante no se logra un acuerdo en relación con el salario escolar. Ante esto, las y los trabajadores deciden continuar el paro el día siguiente.","CR Hoy: EMPLEADOS DE LA MUNICIPALIDAD DE BAGACES EN PARO (2016-04-25), La Extra: EMPLEADOS MUNICIPALES EXIGEN MEJORES CONDICIONES (2016-04-26)"
1017,2016-04-25,San José,Goicoechea,No registrada,Reunión con autoridades,NA,"Trabajadores y Trabajadoras de la Policía Penitenciaria afiliados a la UNT y Harold Villegas, viceministro de Trabajo, y Marco Feoli, viceministro de Justicia",Grupos y/u organizaciones de trabajadores y trabajadoras,Grupos y/u organizaciones de trabajadores y trabajadoras del sector público,Mejorar condiciones laborales.,Defensa del trabajo y las condiciones laborales,Mejora y/o mantenimiento de las condiciones laborales,MTSS y MJP,Ministerios,Acuerdo tras negociación,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Con una concentración en la sede del MTSS en San José, un grupo de oficiales de la Policía Penitenciaria, organizados en la UNT, demanda mejores condiciones laborales. Entre los reclamos se encuentra la falta de personal y los problemas para programar las vacaciones de las y los oficiales. Según informes de prensa, el grupo es atendido por Carlos Alvarado, jerarca del Ministerio de Trabajo y Seguridad Social. En otra información, se cita un compromiso por parte de Harold Villegas, viceministro de Trabajo y Seguridad Social, y Marco Feoli, viceministro de Justicia, para solucionar la situación.","CR Hoy: POLICÍAS PENITENCIARIOS RECLAMARON MEJORES SALARIOS (2016-04-25), La Extra: 400 POLICÍAS PENITENCIARIOS EXIGEN MEJORAS (2016-04-25), La Extra: MINISTRA CHINEA A REOS Y SE OLVIDA DE POLICÍAS (2016-04-26)"
1018,2016-04-25,NA,NA,No registrada,Huelga,NA,Trabajadores y Trabajadoras del AyA,Grupos y/u organizaciones de trabajadores y trabajadoras,Grupos y/u organizaciones de trabajadores y trabajadoras del sector público,Pagar viáticos retroactivos.,Defensa del trabajo y las condiciones laborales,Pago de salarios,AyA,Instituciones descentralizadas y/o autónomas,Se recibe la petición,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Con una huelga, trabajadores del AyA presionan por el cumplimiento de un acuerdo establecido en la convención colectiva de trabajo negociada en 2015. Se trata del pago de viáticos retroactivos a los encargados de hacer recorridos para la lectura de medidores de agua. Por su parte, en el AyA sostienen que no están incumpliendo el acuerdo, sino que están esperando la respuesta a una consulta sobre el tema elevada a su departamento legal.",La Extra: TRABAJADORES DEL AYA EN HUELGA (2016-04-26)
1019,2016-04-26,NA,NA,Nacional,Denuncia ante entidades nacionales y/o entidades internacionales,NA,Cámara de Exportadores e Importadores de Productos Perecederos,Grupos y/u organizaciones empresariales,Grupos y/u organizaciones empresariales del sector agrícola o agroindustrial,Investigar el contrabando de aguacate Hass.,Fiscalización de la función pública y rendición de cuentas,Solicitud de información,SFE,Ministerios,Se recibe la petición,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"La Cámara de Exportadores e Importadores de Productos Perecederos presenta una denuncia ante el SFE contra Francisco Dall'anese, director de dicha entidad, ante la falta de investigación sobre el contrabando de aguacate de la variedad Hass proveniente de la frontera con Panamá. Como parte de la documentación, la cámara aportó una serie de fotografías mostrando cantidades de aguacate botados por los contrabandistas. Asimismo, critican la decisión de prohibir la entrada de la fruta producida en México, lo cual ha ocasionado un aumento de 90% en el mercado. Luis Felipe Arauz, ministro de Agricultura y Ganadería, declara que la denuncia está en manos de la entidad y que están desarrollando la investigación pertinente para determinar el fundamento de la acusación.",CR Hoy: DENUNCIAN AL DIRECTOR DEL SFE ANTE CONTRABANDO DE AGUACATE (2016-04-26)
1020,2016-04-26,NA,NA,Nacional,Huelga,NA,BUSSCO,Grupos y/u organizaciones de trabajadores y trabajadoras,Grupos y/u organizaciones de trabajadores y trabajadoras del sector público,Defender el empleo público y los derechos laborales.,Defensa del trabajo y las condiciones laborales,Mejora y/o mantenimiento de las condiciones laborales,Administración Solís Rivera,Gobierno en general,No diálogo,Participación conjunta,General,Presencia policial,"Inicia el primero de dos días de huelga anunciados por el BUSSCO para los días 26 y 27 de este mes. Se reporta paralización total o parcial de los servicios en sectores como salud y educación. Las organizaciones sindicales aglutinadas en dicho bloque, defienden el empleo público y los derechos laborales ante un conjunto de proyectos de ley que, según denuncian, busca debilitar las condiciones de trabajo en el sector público. Como parte de las medidas de presión, este día se desarrolla una marcha principal en San José, sobre la Avenida Segunda con dirección a la Asamblea Legislativa. Luego de la marcha, las y los manifestantes se concentran frente a la sede del Poder Legislativo donde gritan consignas contra los proyectos de ley y contra algunos de las y los diputados que los impulsan, como el libertario Otto Guevara, el oficialista Ottón Solís, y la liberacionista Sandra Piszk.","CR Hoy: MANIFESTANTES PIDEN QUE OTTO GUEVARA RENUNCIE (2016-04-26), CR Hoy: MANIFESTANTES SE ENRUMBAN HACIA LA ASAMBLEA LEGISLATIVA (2016-04-26), CR Hoy: MANIFESTANTES REPROCHAN PRESENCIA POLICIAL EN LAS AFUERAS DEL CONGRESO (2016-04-26), CR Hoy: ANDE: “EN EL SECTOR EDUCACIÓN NO HAY PRIVILEGIOS” (2016-04-26), La Extra: SECTOR SALUD LOGRA MASIVO APOYO EN MANIFESTACIONES (2016-04-26), La Nación: HUELGA AFECTA SERVICIOS MÉDICOS Y CENTROS EDUCATIVOS (2016-04-26)"
1021,2016-04-26,San José,San José,Nacional,Marcha,NA,BUSSCO,Grupos y/u organizaciones de trabajadores y trabajadoras,Grupos y/u organizaciones de trabajadores y trabajadoras del sector público,Defender el empleo público y los derechos laborales.,Defensa del trabajo y las condiciones laborales,Mejora y/o mantenimiento de las condiciones laborales,Administración Solís Rivera,Gobierno en general,No diálogo,Participación conjunta,General,Presencia policial,"Inicia el primero de dos días de huelga anunciados por el BUSSCO para los días 26 y 27 de este mes. Se reporta paralización total o parcial de los servicios en sectores como salud y educación. Las organizaciones sindicales aglutinadas en dicho bloque, defienden el empleo público y los derechos laborales ante un conjunto de proyectos de ley que, según denuncian, busca debilitar las condiciones de trabajo en el sector público. Como parte de las medidas de presión, este día se desarrolla una marcha principal en San José, sobre la Avenida Segunda con dirección a la Asamblea Legislativa. Luego de la marcha, las y los manifestantes se concentran frente a la sede del Poder Legislativo donde gritan consignas contra los proyectos de ley y contra algunos de las y los diputados que los impulsan, como el libertario Otto Guevara, el oficialista Ottón Solís, y la liberacionista Sandra Piszk.","La Nación: HUELGA AFECTA SERVICIOS MÉDICOS Y CENTROS EDUCATIVOS (2016-04-26), La Extra: SECTOR SALUD LOGRA MASIVO APOYO EN MANIFESTACIONES (2016-04-26), CR Hoy: ANDE: “EN EL SECTOR EDUCACIÓN NO HAY PRIVILEGIOS” (2016-04-26), CR Hoy: MANIFESTANTES REPROCHAN PRESENCIA POLICIAL EN LAS AFUERAS DEL CONGRESO (2016-04-26), CR Hoy: MANIFESTANTES SE ENRUMBAN HACIA LA ASAMBLEA LEGISLATIVA (2016-04-26), CR Hoy: MANIFESTANTES PIDEN QUE OTTO GUEVARA RENUNCIE (2016-04-26)"
1022,2016-04-26,San José,San José,Nacional,Mitin o concentración,NA,BUSSCO,Grupos y/u organizaciones de trabajadores y trabajadoras,Grupos y/u organizaciones de trabajadores y trabajadoras del sector público,Defender el empleo público y los derechos laborales.,Defensa del trabajo y las condiciones laborales,Mejora y/o mantenimiento de las condiciones laborales,Administración Solís Rivera,Gobierno en general,No diálogo,Participación conjunta,General,Presencia policial,"Inicia el primero de dos días de huelga anunciados por el BUSSCO para los días 26 y 27 de este mes. Se reporta paralización total o parcial de los servicios en sectores como salud y educación. Las organizaciones sindicales aglutinadas en dicho bloque, defienden el empleo público y los derechos laborales ante un conjunto de proyectos de ley que, según denuncian, busca debilitar las condiciones de trabajo en el sector público. Como parte de las medidas de presión, este día se desarrolla una marcha principal en San José, sobre la Avenida Segunda con dirección a la Asamblea Legislativa. Luego de la marcha, las y los manifestantes se concentran frente a la sede del Poder Legislativo donde gritan consignas contra los proyectos de ley y contra algunos de las y los diputados que los impulsan, como el libertario Otto Guevara, el oficialista Ottón Solís, y la liberacionista Sandra Piszk.","CR Hoy: MANIFESTANTES PIDEN QUE OTTO GUEVARA RENUNCIE (2016-04-26), CR Hoy: MANIFESTANTES SE ENRUMBAN HACIA LA ASAMBLEA LEGISLATIVA (2016-04-26), CR Hoy: MANIFESTANTES REPROCHAN PRESENCIA POLICIAL EN LAS AFUERAS DEL CONGRESO (2016-04-26), CR Hoy: ANDE: “EN EL SECTOR EDUCACIÓN NO HAY PRIVILEGIOS” (2016-04-26), La Extra: SECTOR SALUD LOGRA MASIVO APOYO EN MANIFESTACIONES (2016-04-26), La Nación: HUELGA AFECTA SERVICIOS MÉDICOS Y CENTROS EDUCATIVOS (2016-04-26)"
1023,2016-04-26,San José,San José,Local,Mitin o concentración,NA,Extrabajadores y Extrabajadoras del casino Horse Shoe,Grupos y/u organizaciones de trabajadores y trabajadoras,Grupos y/u organizaciones de ex-trabajadores y ex-trabajadoras y/o pensionados y pensionadas,Pagar prestaciones.,Defensa del trabajo y las condiciones laborales,Pago de prestaciones,Casino Horse Shoe,Empresas privadas,Se recibe la petición,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"En total 8 ex trabajadoras y ex trabajadores del casino Horse Shoe, ubicado en el centro de San José, protestan frente a dicho establecimiento demandando el pago de sus prestaciones. Recientemente, según indican, se enteraron que el casino reabriría bajo una nueva administración la cual, de acuerdo con ellos, es la misma de antes solo que con una nueva persona administrando el negocio. Su situación se remonta a dos años atrás cuando se les comunicó su despido y se les prometió el pago de las prestaciones de Ley, lo cual no se ha hecho efectivo hasta el momento. El nuevo administrador del casino negó relación con los dueños anteriores, aunque declara que le hará llegar las demandas de las y los ex trabajadores.",La Extra: EXEMPLEADOS DE CASINO REALIZARON PROTESTA (2016-04-27)
1024,2016-04-26,NA,NA,No registrada,Huelga,NA,Trabajadores y Trabajadoras del AyA,Grupos y/u organizaciones de trabajadores y trabajadoras,Grupos y/u organizaciones de trabajadores y trabajadoras del sector público,Pagar viáticos retroactivos.,Defensa del trabajo y las condiciones laborales,Pago de salarios,AyA,Instituciones descentralizadas y/o autónomas,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Continúa la huelga de trabajadores del AyA, para se les paguen viáticos retroactivos, según se estableció en un acuerdo de la convención colectiva en el año 2015.",La Extra: TERCER DÍA DE HUELGA EN AYA (2016-04-27)
1025,2016-04-27,NA,NA,Nacional,Huelga,NA,BUSSCO,Grupos y/u organizaciones de trabajadores y trabajadoras,Grupos y/u organizaciones de trabajadores y trabajadoras del sector público,Defender el empleo público y los derechos laborales.,Defensa del trabajo y las condiciones laborales,Mejora y/o mantenimiento de las condiciones laborales,Administración Solís Rivera,Gobierno en general,No diálogo,Participación conjunta,General,No registrado o no existencia,"Se cumple el segundo día de la huelga organizada por el BUSSCO. Pese a que este día se definieron protestas regionales, se registra una marcha hacia Casa Presidencial en Zapote. Los servicios de salud y educación continúan paralizados de manera parcial o total. Se reportan bloqueos en puntos distintos de la GAM y fuera de ella. Uno es desarrollado por trabajadores y trabajadoras del Hospital México. Se trata de un cierre intermitente en las cercanías del puente Juan Pablo II sobre la carretera General Cañas. Otro se registra en el cruce ubicado a un costado del Aeropuerto Juan Santamaría y lo mantienen trabajadoras y trabajadores del Área de Salud de Alajuela. En ambos casos, participa la UNDECA. En la Zona Sur, un grupo de familias campesinas de finca Chánguena protesta con una marcha sobre el río Grande de Térraba. Otro grupo protesta en Pérez Zeledón, donde se incluye participación de trabajadoras, trabajadores y estudiantes del INA contra la reducción en el presupuesto de la institución. Otro grupo mantiene un bloqueo en Cartago, en las cercanías de las Ruinas.","CR Hoy: HUELGUISTAS MARCHARÁN RUMBO A CASA PRESIDENCIAL (2016-04-27), La Extra: SUSPENDEN 40 CIRUGÍAS EN HOSPITAL DE SAN CARLOS (2016-04-26), CR Hoy: 70% DE LOS DOCENTES SE MANTIENE EN HUELGA HOY (2016-04-27), La Nación: HUELGA VACIÓ AULAS Y DEJÓ A PACIENTES SIN CITAS EN HOSPITALES (2016-04-27)"
