ID,Fecha,Provincia,Cantón,Cobertura,Tipo de Protesta,Sub Tipo de Protesta,Actor,Tipo de Actor,Sub Tipo de Actor,Demanda,Tipo de Demanda,Sub Tipo de Demanda,Entidad,Tipo de Entidad,Resolución,Alianza,Clase,Represión,Resumen,Noticias
5299,2017-08-24,San José,San José,Regional,Mitin o concentración,NA,Movimiento Salud del Este,Grupos y/u organizaciones de usuarios y usuarias,NA,"Definir el futuro de los EBAIS de Montes de Oca, Curridabat y San Juan, San Diego y Concepción de La Unión.","Mejora y/o defensa en el acceso, calidad y costo de los servicios públicos","Mejora y/o defensa en el acceso, calidad y costo de los servicios de salud y seguridad social",CCSS,Instituciones descentralizadas y/o autónomas,Se recibe la petición,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Nuevamente, un grupo de usuarios y usuarias de los EBAIS del este, agrupados en el autodenominado Movimiento Salud del Este, protesta frente a la sede central de la CCSS mientras la junta directiva discute el tema de la administración de los EBAIS de los cantones de Montes de Oca, Curridabat y San Juan, San Diego y Concepción de La Unión. Este grupo demanda que la institución asuma la administración y concluya el actual contrato con la UNIBE, el cual consideran como una forma ""solapada"" de privatización.","CR Hoy: MOVIMIENTO SE OPONE A TERCERIZACIÓN DE SERVICIOS DE SALUD AL ESTE DEL VALLE CENTRAL (2017-08-24), CR Hoy: UNA VEZ MÁS USUARIOS DE EBAIS DEL ESTE PROTESTARÁN (2017-08-24)"
5300,2017-08-25,NA,NA,No registrada,Declaración pública,Pronunciamiento,Frente de Organizaciones Gremiales del Poder Judicial,Grupos y/u organizaciones de trabajadores y trabajadoras,Del sector público,Contra la declaratoria de ilegalidad de la huelga del poder judicial.,Defensa del trabajo y las condiciones laborales,Defensa de las libertades sindicales,Poder Judicial,Poder Judicial,No registrado,Participación conjunta,Particular,No registrado o no existencia,"Tras el reciente anuncio de la declaratoria de ilegalidad de la huelga del poder judicial ocurrida el mes pasado, el Frente de Organizaciones Gremiales del Poder Judicial informa que apelará la resolución emitida por la jueza Yocelin Quesada del Juzgado de Trabajo de Pococí. De acuerdo con la resolución de Quesada, la huelga se declara ilegal pues los servicios judiciales constituyen un servicio esencial y, adicionalmente, la huelga no se dirigió contra el patrono, el poder judicial en este caso, sino contra el poder legislativo y el proyecto de ley para reformar el sistema de pensiones del poder judicial.","CR Hoy: JUZGADO DETERMINA QUE HUELGA DEL PODER JUDICIAL ES ILEGAL (2017-08-24), La Nación: POSPONER ENTREGA DE CUERPOS DURANTE HUELGA DEL PODER JUDICIAL SIRVIÓ PARA DECLARARLA ILEGAL (2017-08-25), La Extra: ¿FUE LEGAL LA HUELGA DE JUDICIALES? JUZGADO TOMA DECISIÓN (2017-08-25), CR Hoy: GREMIOS JUDICIALES A FUNCIONARIOS: “¡NO LES REBAJARÁN SU SALARIO!” (2017-08-25)"
5301,2017-08-25,NA,NA,No registrada,Denuncia ante entidades nacionales y/o entidades internacionales,NA,Asociación Solidarista de Empleados del Ministerio de Hacienda,Grupos y/u organizaciones de trabajadores y trabajadoras,Del sector público,Pagar cuota patronal.,Defensa del trabajo y las condiciones laborales,Pago de salarios,"Helio Fallas, ministro de Hacienda",Jerarcas de instituciones públicas,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"La Asociación Solidarista de Empleados del Ministerio de Hacienda presenta una denuncia contra Helio Fallas, titular del citado ministerio, por negarse a pagar el monto correspondiente a la cuota patronal a la asociación solidarista. De acuerdo con el representante legal de la asociación, Fallas se ha negado a girar el dinero pese a que sí cumple con el pago de dicha cuota a las restantes asociaciones solidaristas.",La Extra: EMPLEADOS DE HACIENDA DEMANDAN A HELIO FALLAS POR RETENERLES PLATA (2017-08-25)
5302,2017-08-25,Cartago,Cartago,Local,Bloqueo,NA,Madres y padres de familia de escuela Filadelfo Salas Céspedes,Grupos y/u organizaciones de estudiantes y madres y padres,NA,Denunciar incumplimiento de funciones de la directora.,Defensa de la educación,"Destitución, sustitución o nombramiento de funcionarios de la educación",MEP,Ministerios,Acuerdo de negociar,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Un grupo de madres y padres de estudiantes de la escuela Filadelfo Salas Céspedes, ubicada en la comunidad de Lourdes de Aguacaliente de Cartago, cierra los portones de acceso a ese centro de educación como medida de protesta contra la directora. Según denuncian, la funcionaria incumple sus labores y ha hecho caso omiso a diferentes situaciones registradas en ese centro como el acoso escolar. Adicionalmente, sostienen que ella misma comete acoso laboral. Tras un intercambio con representantes del MEP no fue posible lograr un acuerdo con el grupo de madres y padres, por lo que se fija una reunión abierta para el día 28.",CR Hoy: CIERRAN ESCUELA DE CARTAGO EN PROTESTA CONTRA DIRECTORA (2017-08-25)
5303,2017-08-25,NA,NA,Nacional,Marcha,NA,Organizaciones que conforman la Campaña “Por la Libertad Sindical en la Empresa Privada”,Grupos y/u organizaciones de ciudadanos y ciudadanas,NA,Denunciar persecución sindical y contaminación ambiental por empresas piñeras,Defensa del trabajo y las condiciones laborales,Defensa de las libertades sindicales,Administración Solís Rivera,Gobierno en general,No registrado,Participación conjunta,Particular,No registrado o no existencia,"Organizaciones que conforman la Campaña “Por la Libertad Sindical en la Empresa Privada” convocan a una concentración para este día, con el objetivo de manifestar su rechazo contra las políticas antisindicales y de contaminación medioambiental que realizan las empresas piñeras. Esta manifestación es convocada en la Fuente de la Hispanidad, en San Pedro de Montes de Oca, tras las reciente acción de un artista que tiñó de color rojo el agua de la fuente para generar reflexión sobre la contaminación del agua y la violencia que ejercen las empresas piñeras en el país. Cerca de las 5 p.m. un grupo de unas 20 personas, según reportes de prensa, marcha desde la sede central de la UCR hasta la rotonda de la Hispanidad para el desarrollar la protesta anunciada. 

","CR Hoy: MANIFESTACIÓN SINDICAL GENERA TRÁFICO LENTO EN SAN PEDRO (2017-08-25), Socialismo Hoy: ORGANIZACIONES SE MANIFESTARÁN HOY EN LA FUENTE DE LA HISPANIDAD EXIGIENDO LIBERTAD SINDICAL (2017-08-25), La Extra: PIDEN PARAR PERSECUCIÓN A LOS TRABAJADORES (2017-08-26)"
5304,2017-08-26,NA,NA,No registrada,Declaración pública,Pronunciamiento,ANEP,Grupos y/u organizaciones de trabajadores y trabajadoras,Del sector público,Comparecer ante la Comisión Especial Investigadora de los Créditos Bancarios.,Fiscalización de la función pública y rendición de cuentas,Lucha contra la corrupción,"Luis Guillermo Solís Rivera, presidente de la República",Presidente de la República,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Mediante un comunicado de prensa, la ANEP insta a Luis Guillermo Solís, presidente de la República, a presentarse ante la Comisión Especial de la Asamblea Legislativa encargada de investigar el otorgamiento de créditos de la banca estatal. Dicha comisión se encuentra investigando, entre otros, el otorgamiento de un crédito por $30 millones a Juan Carlos Bolaños, empresario importador de cemento, señalado por recibir trato especial por parte del BCR y por preparar una compleja trama para evadir el pago de dicho préstamo. El gremio también solicita a Solís que separe de sus cargos a todos los integrantes de la junta directiva del BCR.",CR Hoy: ANEP PIDE A PRESIDENTE QUE SE PRESENTE ANTE COMISIÓN QUE INVESTIGA CEMENTO CHINO (2017-08-26)
5310,2017-08-28,San José,San José,Regional,Marcha,NA,Usuarios y usuarias y personal de Farmacia de la clínica Carlos Durán Cartín,Grupos y/u organizaciones de usuarios y usuarias,NA,Mejorar la calidad de los servicios de salud.,"Mejora y/o defensa en el acceso, calidad y costo de los servicios públicos","Mejora y/o defensa en el acceso, calidad y costo de los servicios de salud y seguridad social",CCSS,Instituciones descentralizadas y/o autónomas,Se recibe la petición,Participación conjunta,General,No registrado o no existencia,"Con una marcha, usuarios y usuarias de la clínica Carlos Durán Cartín, ubicada en San José, demandan mejoras en la atención de los servicios de salud. Específicamente, este grupo reclama el mejoramiento y construcción de infraestructura, pues actualmente la clínica atiende más de tres veces la población para la que fue construida originalmente. Según una de las fuentes consultadas, a la manifestación se suma personal de Farmacia. Por su parte, en una visita anterior a la protesta, Fernando Llorca, presidente ejecutivo de la CCSS, reconoció los problemas en la infraestructura pero declaró que no puede generar ""falsas expectativas"" entre la gente. Durante la manifestación, se recolectan firmas para presentar ante las autoridades de las autoridades de la institución.","CR Hoy: DESDE LA CALLE, PACIENTES PIDIERON RESPUESTAS CONTUNDENTES (2017-08-28), CR Hoy: USUARIOS DE LA CLÍNICA CARLOS DURÁN PIDEN RESPUESTAS A LA CCSS (2017-08-28), La Extra: CLÍNICA CARLOS DURÁN SE CONSTRUYÓ PARA 50 MIL USUARIOS Y ATIENDE A 178 MIL (2017-08-28), La Extra: ASEGURADOS PROTESTARON POR 20 AÑOS DE FALSAS PROMESAS (2017-08-29)"
5311,2017-08-28,San José,Acosta,Local,Bloqueo,NA,Vecinas y vecinos de Acosta,Grupos y/u organizaciones de vecinos y vecinas,NA,Reparar vías.,"Mejora y/o defensa en el acceso, calidad y costo de la infraestructura pública",NA,CONAVI,Ministerios,Se recibe la petición,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Con un bloqueo, vecinas y vecinos de Acosta, cantón de la provincia de San José, exigen la reparación de la vía principal de la comunidad. Se trata, según la información consultada, de la ruta 301 la cual conecta ese cantón con con la capital y posibilita el tránsito de personas y mercancías. Por su parte, el CONAVI informa que contrató a una empresa para darle mantenimiento de emergencia a la vía y están a la espera que se refrende el contrato para proceder con la reparación total de la misma.","CR Hoy: VECINOS DE ACOSTA SE MANIFIESTAN PARA EXIGIR ARREGLO DE CAMINO (2017-08-28), La Extra: VECINOS BLOQUEAN CARRETERA HACIA PARRITA (2017-08-29)"
5312,2017-08-20,NA,NA,No registrada,Declaración pública,Pronunciamiento,FEUNA,Grupos y/u organizaciones de estudiantes y madres y padres,De educación superior,"Cancelar la presentación de ""El libro negro de la nueva izquierda"".",Defensa y/o ampliación de derechos,NA,UNA,Instituciones descentralizadas y/o autónomas,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"En Facebook, la FEUNA manifiesta su rechazo a la presentación de ""El libro negro de la nueva izquierda"" que se celebrará próximamente en la sede central de la UNA en Heredia. Dicho libro, obra de dos autores argentinos, trata sobre la denominada ""ideología de género"" y las intenciones de algunos sectores de promover prácticas contrarias a la vida y la familia. De acuerdo con el post de la FEUNA, no permitirán la presentación de un libro de esta naturaleza pues violenta los derechos humanos de diferentes poblaciones como la LGBTI y las mujeres. Ante este escenario, Alberto Salom, rector de la UNA, sostiene que la Rectoría permitirá la presentación pues la universidad es un espacio ""libre"" pero que su oficina no tiene una posición sobre el libro ni su contenido.",La Nación: FEUNA OBJETA PRESENTACIÓN DE 'EL LIBRO NEGRO DE LA NUEVA IZQUIERDA' EN EL CAMPUS UNIVERSITARIO (2017-08-29)
5313,2017-08-30,San José,Montes de Oca,Regional,Bloqueo,NA,Estudiantes de la UCR,Grupos y/u organizaciones de estudiantes y madres y padres,De educación superior,Otorgar el 1.5% para la educación superior.,Defensa de la educación,Presupuesto para la educación pública,Rectoría UCR,Instituciones descentralizadas y/o autónomas,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"En horas de la noche, estudiantes de la UCR bloquean la carretera de Circunvalación a la altura de la Facultad de Derecho de esa universidad como medida de protesta contra lo que consideran la negociación ""oculta"" del FEES desarrollada por la Rectoría. Asimismo, demandan que en la negociación del mencionado fondo especial se otorgue el correspondiente 1,5% del PIB para la educación superior.",CR Hoy: SAN PEDRO COLAPSADO POR MANIFESTACIÓN DE ESTUDIANTES (2017-08-30)
5314,2017-08-31,San José,Montes de Oca,Regional,Bloqueo,NA,Estudiantes de la UCR,Grupos y/u organizaciones de estudiantes y madres y padres,De educación superior,Otorgar el 1.5% para la educación superior.,Defensa de la educación,Presupuesto para la educación pública,Rectoría UCR,Instituciones descentralizadas y/o autónomas,No registrado,No registrada o no existencia de alianzas,Particular,Presencia policial,"Nuevamente, estudiantes de la UCR bloquean calles como medida de presión ante la negociación ""oculta"" del FEES desarrollada por la Rectoría. En esta ocasión, el cierre se registra sobre la calle principal de San Pedro a la altura del parque central.","CR Hoy: OTRA VEZ, ESTUDIANTES BLOQUEAN EL PASO POR SAN PEDRO (2017-08-31)"
5315,2017-08-31,San José,San José,No registrada,Mitin o concentración,NA,Clientes de agencia de viajes Alalea,Otros,NA,Devolver dineros cancelados.,Otros,NA,Agencia de Viajes Alalea,Empresas privadas,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Un grupo de personas que contrató paquetes de viaje con la agencia Alalea protesta frente a sus oficinas, ubicadas en el centro de San José, ante lo que consideran como una ""estafa"". Según denuncian, Alalea les vendió paquetes que posteriormente cancelaría argumentando ""problemas operativos"". Mientras transcurre la manifestación, las oficinas de la empresa de viajes se mantienen cerradas.","CR Hoy: CLIENTES DE AGENCIA PROTESTAN POR VIAJES QUE PAGARON, PERO NO SE REALIZARON (2017-08-31)"
5317,2018-01-16,NA,NA,No registrada,Declaración pública,Denuncia,Estudiantes de la Academia de Policía de la Fuerza Pública con el apoyo de la seccional ANEP-Fuerza Pública,Otros,NA,Respetar los derechos de los estudiantes.,Otros,NA,MSP,Ministerios,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Estudiantes de la Academia de Policía de la Fuerza Pública con el apoyo de la seccional de la ANEP en ese cuerpo policial denuncian abusos por parte de las autoridades de la academia. Entre otras cosas señalan el incumplimiento de los horarios establecidos y, en general, malos tratos de parte de las y los instructores. Asimismo, denuncian que no se toman en cuenta sus padecimientos en la preparación de las comidas. Por su parte, Minor Anchía, dirigente de la seccional, sostiene que la formación que reciben dista de cumplir el mandato constitucional de la Fuerza Pública como una policía civilista y muestra características propias de la instrucción militar.",La Extra: ESTUDIANTES DE POLICÍA DENUNCIAN OPRESIÓN E INTIMIDACIÓN EN ACADEMIA (2018-01-16)
5318,2018-01-15,Guanacaste,Cañas,Regional,Huelga,NA,Trabajadores y trabajadoras de la Municipalidad de Cañas con el apoyo de la seccional ANEP-Municipalidad de Cañas,Grupos y/u organizaciones de trabajadores y trabajadoras,Del sector público,Respetar la convención colectiva de trabajo.,Defensa del trabajo y las condiciones laborales,Defensa de las convenciones colectivas,"Julio Viales, alcalde de Cañas",Alcalde Municipal,Acuerdo de negociar,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Desde horas de la mañana, un grupo de trabajadores y trabajadoras de la Municipalidad de Cañas, en la provincia de Guanacaste, se declara en huelga ante el incumplimiento de lo estipulado en su convención colectiva de trabajo. De acuerdo con las y los manifestantes, el alcalde Julio Viales ha irrespetado varios de los artículos de la convención entre los cuales se encuentran el pago de un 4% correspondiente a peligrosidad y el de pólizas de vida. Asimismo, denuncian que desde el 2009 no cumple con los ajustes salariales. Según informa Diario Extra, cumplidas 12 horas de huelga, cerca de las 6 p.m. la protesta es depuesta tras un acuerdo para entablar una mesa de negociación.",La Extra: HUELGA EN MUNICIPALIDAD DE CAÑAS POR CONVENCIÓN COLECTIVA (2018-01-16)
5319,2018-01-15,NA,NA,No registrada,Denuncia ante entidades nacionales y/o entidades internacionales,NA,Grupo anónimo de ciudadanos y ciudadanas,Grupos y/u organizaciones de ciudadanos y ciudadanas,NA,"Investigar a Ottón Solís por faltar a su deber de probidad, incumplimiento de deberes y fraude de ley.",Fiscalización de la función pública y rendición de cuentas,Lucha contra la corrupción,"Ottón Solís Fallas, diputado del PAC",Asamblea Legislativa,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Un grupo de ciudadanos y ciudadanas interpone, de manera anónima, una denuncia contra Ottón Solís, diputado del PAC, por faltar a su deber de probidad y los delitos de incumplimiento de deberes y fraude de ley. Según se indica en la denuncia penal, Solís, quien integra la Comisión Especial de la Asamblea Legislativa encargada de investigar el otorgamiento de créditos de la banca estatal, no informó que su esposa tiene acciones en la cementera Holcim, una de las empresas cuestionadas por la obtención de créditos bajo condiciones dudosas. La denuncia es interpuesta ante Emilia Navas, fiscal general a.i.",La Extra: ACUSAN A OTTÓN SOLÍS ANTE FISCALÍA (2018-01-17)
5320,2018-01-17,NA,NA,No registrada,Declaración pública,Pronunciamiento,COLPER,Grupos y/u organizaciones profesionales,NA,"Rechazar las declaraciones de Juan Diego Castro, candidato presidencial del PIN, sobre La Nación.",Otros,NA,"Juan Diego Castro, candidato presidencial del PIN",Otros,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Mediante un comunicado de prensa, el COLPER manifiesta su rechazo a las declaraciones de Juan Diego Castro, candidato presidencial del PIN, dirigidas contra el periódico La Nación. Durante la presentación de un libro de su autoría, Castro calificó a dicho medio y sus periodistas como ""psicópatas"" y afirmó que en el primer año de un eventual gobierno suyo La Nación dejaría de circular. Ante esto, el COLPER dirige un llamado a los candidatos presidenciales a respetar la labor periodística.",La Nación: COLEGIO DE PERIODISTAS RECHAZA 'DECLARACIONES OFENSIVAS' DE JUAN DIEGO CASTRO HACIA COMUNICADORES DE 'LA NACIÓN' (2018-01-17)
5321,2018-01-19,San José,San José,Nacional,Mitin o concentración,NA,Taxistas,Grupos y/u organizaciones de trabajadores y trabajadoras,Del sector informal o cuenta propia,Resolver recurso de amparo contra el funcionamiento de Uber.,"En favor o en contra de leyes, reglamentos, planes y/o decretos","En favor de leyes, reglamentos, planes y/o decretos",Sala Constitucional,Poder Judicial,Se recibe la petición,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Un grupo de taxistas protesta frente a las oficinas de la Sala Constitucional, ubicadas en la capital San José, para exigir que dicha sala proceda a resolver un recurso de amparo interpuesto en agosto de 2017 contra el funcionamiento de Uber en el país. De acuerdo con un representante de los taxistas, el ordenamiento legal prohíbe el funcionamiento de dicha empresa, pero el gobierno se ha escudado en la falta de una orden judicial para proceder con su cierre.",CR Hoy: TAXISTAS NUEVAMENTE EXIGEN A SALA CUARTA EL CIERRE DE UBER (2018-01-19)
5322,2018-01-19,NA,NA,No registrada,Denuncia ante entidades nacionales y/o entidades internacionales,NA,SITRAHSAN,Grupos y/u organizaciones de trabajadores y trabajadoras,Del sector público,Destituir a la directora de Fiscalización de la Dirección General de Aduanas.,Intervención del gobierno,"Destitución, sustitución o nombramiento de funcionario pública","Helio Fallas, ministro de Hacienda",Jerarcas de instituciones públicas,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Mediante una carta dirigida a Helio Fallas, ministro de Hacienda, el Sindicato de Trabajadores del Ministerio de Hacienda y del Sistema Aduanero Nacional (SITRAHSAN) solicita la destitución de la directora de Fiscalización de la Dirección General de Aduanas, por supuesta persecución laboral.",La Extra: EN HACIENDA PIDEN SALIDA DE DIRECTORA DE FISCALIZACIÓN (2018-01-19)
5323,2018-01-20,San José,San José,Nacional,Marcha,NA,Activistas en favor del Estado laico,Grupos y/u organizaciones de ciudadanos y ciudadanas,NA,Declarar a Costa Rica como Estado laico,Otros,NA,Administración Solís Rivera,Gobierno en general,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Con una marcha, un grupo de activistas demanda la reforma del artículo 75 de la Constitución Política y la declaratoria del Estado laico en Costa Rica. En el mencionado artículo se establece la religión católica como religión oficial del Estado, lo cual ha supuesto una serie de beneficios para la Iglesia Católica tanto en términos económicos como políticos e ideológicos en el país. Adicionalmente, el grupo de manifestantes exige que se respeten los derechos de poblaciones como la LGBTI y las mujeres.","La Extra: MARCHA COLAPSA AVENIDA SEGUNDA (2018-01-20), La Nación: CIENTOS MARCHAN POR ESTADO LAICO EN SAN JOSÉ (2018-01-20), La Extra: EXIGEN APROBACIÓN DEL ESTADO LAICO (2018-01-20), CR Hoy: MANIFESTANTES RECLAMAN ESTADO LAICO PARA COSTA RICA (2018-01-20)"
5324,2018-01-22,Cartago,Turrialba,Local,Bloqueo,NA,Vecinas y vecinos de Grano de Oro,Grupos y/u organizaciones de vecinos y vecinas,NA,Reparar vías.,"Mejora y/o defensa en el acceso, calidad y costo de la infraestructura pública",NA,CONAVI,Ministerios,No registrado,No registrada o no existencia de alianzas,Particular,Presencia policial,"Un grupo de indígenas cabécar, habitantes de Grano de Oro, en el cantón de Turrialba, bloquea el camino de su comunidad como medida de presión para que se atienda el mal estado de las vías. Según señalan, la Sala Constitucional ordenó la reparación de las vías ante un recurso de amparo interpuesto por el diputado Mario Redondo contra el MOPT. Dicho camino, ubicado en la ruta nacional 414, conecta esa comunidad con el centro de Turrialba y es fundamental para el tránsito de personas y productos. Tras las malas condiciones climáticas de las últimas semana, las vías sufrieron un considerable deterioro limitando el tránsito por las mismas.","La Extra: VECINOS BLOQUEAN ENTRADA A GRANO DE ORO EN TURRIALBA (2018-01-23), CR Hoy: VECINOS BLOQUEAN PASO PARA EXIGIR MEJORES CAMINOS EN GRANO DE ORO (2018-01-22)"
5334,2018-01-23,San José,San José,No registrada,Denuncia ante entidades nacionales y/o entidades internacionales,NA,Taxistas,Grupos y/u organizaciones de trabajadores y trabajadoras,NA,"Investigar a Helio Fallas, ministro de Hacienda; Ana Helena Chacón, vicepresidenta de la República, y Alexander Mora, ministro de Comercio Exterior por la falta de acciones contra Uber.",Fiscalización de la función pública y rendición de cuentas,NA,"Helio Fallas, ministro de Hacienda; Ana Helena Chacón, vicepresidenta de la República, y Alexander Mora, ministro de Comercio Exterior",Jerarcas de instituciones públicas,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Un grupo de taxistas protesta frente a la sede de la Fiscalía General de la República, mientras representantes de este gremio presentan denuncias contra Helio Fallas, ministro de Hacienda; Ana Helena Chacón, vicepresidenta de la República; y, Alexander Mora, ministro de Comercio Exterior, por la falta de acciones para frenar el funcionamiento de Uber en el país. Se trata de dos denuncias, la primera dirigida contra el ministro Fallas señala la falta de medidas de dicho ministerio para proceder con el cobro de los impuestos correspondientes a la empresa y sus socios. La segunda la plantean contra Chacón y Mora debido a la publicación de un decreto ejecutivo donde se permite la instalación de un centro de operaciones en Uber bajo el régimen de zona franca.",La Extra: MINISTERIO DE HACIENDA ES CÓMPLICE DE UBER (2018-01-24)
5335,2018-01-24,San José,San José,No registrada,Mitin o concentración,NA,Pacientes y familiares del Centro de Trasplante Hepático y Cirugía Hepato-Biliar del hospital México,Grupos y/u organizaciones de usuarios y usuarias,NA,Frenar la reestructuración del Centro de Trasplante Hepático y Cirugía Hepato-Biliar.,"Mejora y/o defensa en el acceso, calidad y costo de los servicios públicos","Mejora y/o defensa en el acceso, calidad y costo de los servicios de salud y seguridad social",CCSS,Instituciones descentralizadas y/o autónomas,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Desde horas de la mañana, un grupo de pacientes del Centro de Trasplante Hepático y Cirugía Hepato-Biliar del hospital México protestan frente a la sede de ese centro médico para manifestar su oposición a la reestructuración de dicha unidad anunciada desde el 2016. Según explican, ese año la CCSS informó que el centro dejaría de funcionar como una unidad y se organizaría en tres centros: dos para adultos, ubicados en los hospitales Calderón Guardia y México y uno para niños, ubicado en el hospital de Niños.",CR Hoy: PACIENTES PROTESTAN ESTA MAÑANA FRENTE AL HOSPITAL MÉXICO (2018-01-24)
5336,2018-01-23,NA,NA,No registrada,Declaración pública,Pronunciamiento,"20 organizaciones sociales, políticas, religiosas, académicas, entre otras",Otros,NA,Mantener los programas de Afectividad y Sexualidad Integral.,Defensa de la educación,Defensa de la calidad de la educación,MEP,Ministerios,No registrado,Participación conjunta,Particular,No registrado o no existencia,"Un conjunto de 20 organizaciones emite un manifiesto en el que plantea su apoyo a los programas de Afectividad y Sexualidad del MEP, en medio de un debate público donde sectores religiosos, tanto católicos como evangélicos, y políticos se han manifestado en contra de dichos programas por supuestamente promover la denominada ""ideología de género"" y las conductas sexuales de la población LGBTI. En el manifiesto, firmado por organizaciones tales como el Servicio Paz y Justicia (SERPAJ), el Departamento Ecuménico de Investigaciones (DEI), la Universidad Bíblica Latinoamericana, entre otras, defiende la educación para la afectividad y la sexualidad como un instrumento de apoyo a las familias en la formación educativa de las y los jóvenes en un marco de amor, tolerancia y respeto.",CR Hoy: ORGANIZACIONES SE UNEN EN DEFENSA DE PROGRAMAS DE SEXUALIDAD (2018-01-24)
5337,2018-01-24,NA,NA,No registrada,Declaración pública,Convocatoria,"Movimiento ""No a la ideología de género-unidos por la familia""",Grupos y/u organizaciones religiosas,NA,Detener los programas de Afectividad y Sexualidad Integral,Defensa de la educación,Defensa de la calidad de la educación,MEP,Ministerios,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"El movimiento autodenominado ""No a la ideología de género-unidos por la familia"" continúa convocando a madres y padres de familia a protestar contra los programas de Afectividad y Sexualidad Integral del MEP. Dicho movimiento llama a boicotear el inicio del próximo ciclo lectivo el 8 de agosto, no enviando a las y los estudiantes a clases. Asimismo, la organización solicita que la acción se mantenga durante tres días y que los padres presenten cartas de objeción de conciencia para que sus hijos e hijas no reciban esas lecciones.",CR Hoy: PROTESTA CONTRA EDUCACIÓN SEXUAL SE EXTENDERÁ POR 3 DÍAS (2018-01-24)
5338,2018-01-25,NA,NA,No registrada,Declaración pública,Pronunciamiento,FAEC,Grupos y/u organizaciones religiosas,NA,Rechazar las medidas cautelares interpuestas por el TSE.,Otros,NA,TSE,Tribunal Supremo de Elecciones,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Con una conferencia de prensa, la Federación Alianza Evangélica Costarricense (FAEC) rechaza la decisión del TSE de acoger un recurso de amparo electoral e imponer medidas cautelares contra las iglesias católicas y evangélicas solicitándoles no difundir manifiestos públicos llamando a votar a un candidato en particular. Asimismo, el órgano electoral instó a las iglesias a instruir a sus sacerdotes y pastores sobre la prohibición de inducir el voto de sus feligreses. Para Jorge Gómez, presidente de la FAEC, el TSE atenta contra la libertad de expresión, de culto y el principio de igualdad por lo que no consideran dejar de manifestar su posición sobre el proceso electoral.","La Extra: “HAY UN ATAQUE A LA LIBERTAD RELIGIOSA” (2018-01-26), La Nación: ALIANZA EVANGÉLICA ACUSA AL TSE DE AMORDAZAR LA LIBERTAD DE EXPRESIÓN Y DE CULTO (2018-01-25), La Extra: ALIANZA EVANGÉLICA CALIFICA COMO MORDAZA RESOLUCIÓN DEL TSE (2018-01-24)"
5339,2018-01-02,NA,NA,Nacional,Declaración pública,Denuncia,Estudiantes de la UNA,Grupos y/u organizaciones de estudiantes y madres y padres,De educación superior,Rechazar el desalojo violento y demolición de las instalaciones del Quilombo Laceuna,Otros,NA,UNA,Instituciones descentralizadas y/o autónomas,No registrado,No registrada o no existencia de alianzas,Particular,Presencia policial,"Estudiantes de la UNA que forman parte del Quilombo Laceuna denuncian el desalojo violento de parte de los cuerpos de seguridad universitarios para la demolición de las edificaciones que utilizan para el desarrollo de actividades académicas, culturales y recreativas. Las y los estudiantes denuncian la falta de comunicación de la administración universitaria sobre esta demolición y reiteran que “...la irrupción forzosa sobre el Espacio Autónomo Estudiantil Autónomo (sic) El Quilombo el día 11 de diciembre, violenta directamente el derecho del estudiantado mencionado en el Articulo 17 del Estatuto Orgánico de la Universidad Nacional, inciso b y c”. 
",CR Hoy: DEMOLICIÓN DE EDIFICIO GENERA MOLESTIA EN ESTUDIANTES DE LA UNA (2018-01-02)
